,marca,preço,link
1379,Cabo De Áudio Para Gravador De Cd/dvd,3.49,https://www.kabum.com.br//produto/411953/cabo-de-audio-para-gravador-de-cd-dvd
1562,"Bateria Flex Fx-50u Universal Para Telefone, Sem Fio, 300mah 3.6v",11.88,https://www.kabum.com.br//produto/406404/bateria-flex-fx-50u-universal-para-telefone-sem-fio-300mah-3-6v
1127,"Adesivo Skin Manhattan Mh-475679, Para Notebooks Até 17 Pol, Guitarra",16.53,https://www.kabum.com.br//produto/409476/adesivo-skin-manhattan-mh-475679-para-notebooks-ate-17-pol-guitarra
432,"Película Silicone Transparente Para Teclado De Notebook 26,5cm X 11cm",19.22,https://www.kabum.com.br//produto/245461/pelicula-silicone-transparente-para-teclado-de-notebook-26-5cm-x-11cm
2394,"Capa Para Notebook Eco 14 Polegadas Gray,Tecido 100% Resíduo De Garrafa Pet",19.5,https://www.kabum.com.br//produto/443315/capa-para-notebook-eco-14-polegadas-gray-tecido-100-residuo-de-garrafa-pet
2298,"Capa Para Notebook Eco 14 Polegadas Gray,Tecido 100% Resíduo De Garrafa Pet",19.5,https://www.kabum.com.br//produto/443315/capa-para-notebook-eco-14-polegadas-gray-tecido-100-residuo-de-garrafa-pet
1979,Cabo Usb Para Mini Usb - 8 Pinos Redondo,21.99,https://www.kabum.com.br//produto/411963/cabo-usb-para-mini-usb-8-pinos-redondo
382,"Conector DC Jack P/ Notebook Positivo Motion Q432a, Q232a/q, Q164b",25.0,https://www.kabum.com.br//produto/307078/conector-dc-jack-p-notebook-positivo-motion-q432a-q232a-q-q164b
2161,Fonte Para Psp Séries 1000-2000-3000 Kp-554 Knup,25.49,https://www.kabum.com.br//produto/348061/fonte-para-psp-series-1000-2000-3000-kp-554-knup
554,"Fonte Carregador AC, Bivolt, Para PSP, 1000, 2000, 3000, 110/220V",26.49,https://www.kabum.com.br//produto/162743/fonte-carregador-ac-bivolt-para-psp-1000-2000-3000-110-220v
184,Cabo de Segurança com Chave C3TECH CS - 30,26.91,https://www.kabum.com.br//produto/174031/cabo-de-seguranca-com-chave-c3tech-cs-30
477,"Capa Para Notebook Eco 15.6 Polegadas Gray,Tecido 100% Resíduo De Garrafa Pet",27.0,https://www.kabum.com.br//produto/443316/capa-para-notebook-eco-15-6-polegadas-gray-tecido-100-residuo-de-garrafa-pet
493,Capa Para Notebook 15.6 Polegadas,28.9,https://www.kabum.com.br//produto/452758/capa-para-notebook-15-6-polegadas
2252,Capa  Para Notebook 17,28.9,https://www.kabum.com.br//produto/452757/capa-para-notebook-17
492,Capa Para Notebook 15.6 Polegadas Azul,28.9,https://www.kabum.com.br//produto/452754/capa-para-notebook-15-6-polegadas-azul
2190,Capa  Para Notebook 17,28.9,https://www.kabum.com.br//produto/452757/capa-para-notebook-17
346,"Capa Case Pasta Notebook Com Bolso 15,6 Rosa",29.9,https://www.kabum.com.br//produto/452765/capa-case-pasta-notebook-com-bolso-15-6-rosa
869,"Capar Case Motebook 15,6 Com Bolso Azul",29.9,https://www.kabum.com.br//produto/452756/capar-case-motebook-15-6-com-bolso-azul
1786,Capa Para Notebook Com Bolso 17,29.9,https://www.kabum.com.br//produto/452751/capa-para-notebook-com-bolso-17
1177,Capa Para Notebook Com Bolso 14Polegadas,29.9,https://www.kabum.com.br//produto/452759/capa-para-notebook-com-bolso-14polegadas
278,Capa Case Pasta Notebook Com Bolso 17 Polegadas Vinho,29.9,https://www.kabum.com.br//produto/452761/capa-case-pasta-notebook-com-bolso-17-polegadas-vinho
2219,"Fonte Fasgold 12v/2a - Cabeada / Bivolt, Automatica (psi / Smart Chip) - Fs-302",31.65,https://www.kabum.com.br//produto/432624/fonte-fasgold-12v-2a-cabeada-bivolt-automatica-psi-smart-chip-fs-302
2107,"Fonte Carregador Para Positivo Motion Q464c Q232c 5v 3a, bivolt - PWR475",35.5,https://www.kabum.com.br//produto/461231/fonte-carregador-para-positivo-motion-q464c-q232c-5v-3a-bivolt-pwr475
2085,"Fonte Carregador Para Positivo Motion Q464c Q232c 5v 3a, bivolt - PWR475",35.5,https://www.kabum.com.br//produto/461231/fonte-carregador-para-positivo-motion-q464c-q232c-5v-3a-bivolt-pwr475
913,Fonte Para Multi Legacy Cloud Pc130 Ml-ip02 5v Pwr475 - Bivolt,35.5,https://www.kabum.com.br//produto/313615/fonte-para-multi-legacy-cloud-pc130-ml-ip02-5v-pwr475-bivolt
1024,Fonte Para Multi Legacy Cloud Pc130 Ml-ip02 5v Pwr475 - Bivolt,35.5,https://www.kabum.com.br//produto/313615/fonte-para-multi-legacy-cloud-pc130-ml-ip02-5v-pwr475-bivolt
964,"Fonte Carregador Para Note Multi Legacy Cloud 5v,bivolt - Pwr475",35.5,https://www.kabum.com.br//produto/461745/fonte-carregador-para-note-multi-legacy-cloud-5v-bivolt-pwr475
956,"Fonte Carregador Para Note Multi Legacy Cloud 5v,bivolt - Pwr475",35.5,https://www.kabum.com.br//produto/461745/fonte-carregador-para-note-multi-legacy-cloud-5v-bivolt-pwr475
868,Capa Case Pasta Para Notebook 14 Polegadas Rosa,36.9,https://www.kabum.com.br//produto/452755/capa-case-pasta-para-notebook-14-polegadas-rosa
650,Capa Para Notebook 15.6Polegadasazul,36.9,https://www.kabum.com.br//produto/452753/capa-para-notebook-15-6polegadasazul
867,Capa Para Notebook 14,36.9,https://www.kabum.com.br//produto/452760/capa-para-notebook-14
494,"Capa Case Maleta Para Notebook 15,6 Polegadas Vinho",36.9,https://www.kabum.com.br//produto/452767/capa-case-maleta-para-notebook-15-6-polegadas-vinho
879,"Capa Para Notebook 15,6Polegadas",37.9,https://www.kabum.com.br//produto/452762/capa-para-notebook-15-6polegadas
546,Fonte Carregador Fy Notebook Hp Pavilion Dv Tx | 18.5v 3.5a Pino 4.8 X 1.7 Mm,38.0,https://www.kabum.com.br//produto/355861/fonte-carregador-fy-notebook-hp-pavilion-dv-tx-18-5v-3-5a-pino-4-8-x-1-7-mm
548,Fonte Universal C/ Regulagem De Tensão,39.49,https://www.kabum.com.br//produto/387571/fonte-universal-c-regulagem-de-tensao
690,"Cooler/base Para Notebook/laptop, 15.6"" Dynamic Wind, 1 Fan - Cn100",41.72,https://www.kabum.com.br//produto/170804/cooler-base-para-notebook-laptop-15-6-dynamic-wind-1-fan-cn100
449,"Capa Pasta Maleta Notebook, Preto",41.76,https://www.kabum.com.br//produto/377225/capa-pasta-maleta-notebook-preto
2562,Case Para Notebook 14 Polegadas Reliza Basic,43.49,https://www.kabum.com.br//produto/186381/case-para-notebook-14-polegadas-reliza-basic
392,Trava Cadeado Para Notebook Fcl-02 Com Segredo 1.5 Metros Feasso,43.63,https://www.kabum.com.br//produto/282491/trava-cadeado-para-notebook-fcl-02-com-segredo-1-5-metros-feasso
745,"Fonte Taschibra, Adaptadora Com Plug 24w, 2a, 12v Autovolt",43.9,https://www.kabum.com.br//produto/396289/fonte-taschibra-adaptadora-com-plug-24w-2a-12v-autovolt
2241,"Fonte Chaveada Hayonik, 12V DC, 2.5Ah, 30W, Bivolt",44.88,https://www.kabum.com.br//produto/457410/fonte-chaveada-hayonik-12v-dc-2-5ah-30w-bivolt
611,"Capa Para Notebook Dex De 13.3 Polegadas, Neoprene E Zíper",44.89,https://www.kabum.com.br//produto/415193/capa-para-notebook-dex-de-13-3-polegadas-neoprene-e-ziper
190,Suporte De Notebook Bright Dobrável Com 10 Posições De Ajustes Preto - Bc003,44.99,https://www.kabum.com.br//produto/448664/suporte-de-notebook-bright-dobravel-com-10-posicoes-de-ajustes-preto-bc003
1892,"Fonte Carregador 15W, Para Notebook Positivo Stilo One, XC3570, 3550, 3552, 5V, 3A",45.0,https://www.kabum.com.br//produto/309775/fonte-carregador-15w-para-notebook-positivo-stilo-one-xc3570-3550-3552-5v-3a
2318,"Fonte Externa P/ Monitor Samsung Syncmaster P2270, 12v - Ads-36",45.5,https://www.kabum.com.br//produto/434689/fonte-externa-p-monitor-samsung-syncmaster-p2270-12v-ads-36
148,"Fonte Universal Altomex, 120W, Para Notebook, 9 Pinos, Bivolt",45.9,https://www.kabum.com.br//produto/267562/fonte-universal-altomex-120w-para-notebook-9-pinos-bivolt
198,"Fonte Exbom Flex Universal Regulável, Ac 3V, 4.5V, 6V, 7.5V, 9V, 12V, 3a, 3a, Com6 Plugues, 30W - FX-FU4",46.7,https://www.kabum.com.br//produto/270593/fonte-exbom-flex-universal-regulavel-ac-3v-4-5v-6v-7-5v-9v-12v-3a-3a-com6-plugues-30w-fx-fu4
711,"Capa Para Notebook Reliza, 15.6, Em Neoprene E Ziper, Preto",46.7,https://www.kabum.com.br//produto/186757/capa-para-notebook-reliza-15-6-em-neoprene-e-ziper-preto
303,Fonte Carregador Altomex Para Notebook Universal Computador Bivolt 9 Plugs,46.9,https://www.kabum.com.br//produto/267552/fonte-carregador-altomex-para-notebook-universal-computador-bivolt-9-plugs
347,Case p/ Notebook 13.3´´ Reliza Slim 000377 Preto,47.11,https://www.kabum.com.br//produto/119502/case-p-notebook-13-3-reliza-slim-000377-preto
699,Suporte Para Notebook 14  C3tech Nbc-200rgd,48.51,https://www.kabum.com.br//produto/173589/suporte-para-notebook-14-c3tech-nbc-200rgd
436,"Trava Para Notebook Cadeado Com Chave Preto, 1.5m, Cabo de Aço Preto, Feasso - FCL-01",48.71,https://www.kabum.com.br//produto/297531/trava-para-notebook-cadeado-com-chave-preto-1-5m-cabo-de-aco-preto-feasso-fcl-01
1415,"Fonte Tomate, 12v, 5a, Bivolt, 5 Amperes, Plug P4 - Preta",48.89,https://www.kabum.com.br//produto/469570/fonte-tomate-12v-5a-bivolt-5-amperes-plug-p4-preta
351,Fonte Carregador Altomex Universal Notebook Laptop Acer Positivo,48.9,https://www.kabum.com.br//produto/267558/fonte-carregador-altomex-universal-notebook-laptop-acer-positivo
352,Carregador Universal Portátil Para Notebook Power 120w,48.9,https://www.kabum.com.br//produto/267560/carregador-universal-portatil-para-notebook-power-120w
452,"Capa Dex Para Notebook 14 Polegadas Em Neoprene, Preto",49.4,https://www.kabum.com.br//produto/258944/capa-dex-para-notebook-14-polegadas-em-neoprene-preto
138,Capa Para Notebook  Com Ziper 15.6'' Em Neoprene - Preto,49.4,https://www.kabum.com.br//produto/252031/capa-para-notebook-com-ziper-15-6-em-neoprene-preto
707,Capa Exbom Para Notebook 17 Polegadas Em Neoprene E Zíper,49.4,https://www.kabum.com.br//produto/259821/capa-exbom-para-notebook-17-polegadas-em-neoprene-e-ziper
734,"Capa Xtrad Para Notebook 15.6 Polegadas Em Neoprene E Ziper, Preto",49.4,https://www.kabum.com.br//produto/252040/capa-xtrad-para-notebook-15-6-polegadas-em-neoprene-e-ziper-preto
453,Case p/ Notebook 14´´ Reliza 20511/004 Preto,49.9,https://www.kabum.com.br//produto/119449/case-p-notebook-14-reliza-20511-004-preto
298,"Fonte Altomex Para Notebook Universal, 120W, 1.3A, 20V, Com 8 Plugs Diferentes",49.9,https://www.kabum.com.br//produto/267593/fonte-altomex-para-notebook-universal-120w-1-3a-20v-com-8-plugs-diferentes
706,"Case Para Notebook Slim 15,6 Polegadas",51.0,https://www.kabum.com.br//produto/228689/case-para-notebook-slim-15-6-polegadas
579,"Fonte Carregador Universal Para Notebook 120w 12, 24v My-120w",51.9,https://www.kabum.com.br//produto/267573/fonte-carregador-universal-para-notebook-120w-12-24v-my-120w
350,Fonte Carregador Altomex Universal Notebook Laptop Cce Positivo Acer,51.9,https://www.kabum.com.br//produto/267543/fonte-carregador-altomex-universal-notebook-laptop-cce-positivo-acer
147,Fonte De Alimentação Universal 9 + 1 Plugues 120w,52.8,https://www.kabum.com.br//produto/267553/fonte-de-alimentacao-universal-9-1-plugues-120w
171,Carregador De Notebook Altomex Adaptador Universal Fonte Até 24v,52.8,https://www.kabum.com.br//produto/267561/carregador-de-notebook-altomex-adaptador-universal-fonte-ate-24v
357,Caixa De Som Para Pc/notebook 6w Kp-ro800 - Knup,52.89,https://www.kabum.com.br//produto/396462/caixa-de-som-para-pc-notebook-6w-kp-ro800-knup
708,"Fonte Cabo Adaptador Ps2 Playstation 2 Slim 8,5v 5.65a - Bivolt",53.0,https://www.kabum.com.br//produto/258104/fonte-cabo-adaptador-ps2-playstation-2-slim-8-5v-5-65a-bivolt
736,Fonte Carregador De Notebook Adaptador Universal 24v,53.9,https://www.kabum.com.br//produto/267592/fonte-carregador-de-notebook-adaptador-universal-24v
2290,Fonte Carregador Para Notebook Hp Pavilion Dm3z-2000 Cto | 18.5v 3.5a 65w Pino 4.8 X 1.7 Mm,54.9,https://www.kabum.com.br//produto/355865/fonte-carregador-para-notebook-hp-pavilion-dm3z-2000-cto-18-5v-3-5a-65w-pino-4-8-x-1-7-mm
794,Fonte Carregador Fy Para Notebook Hp Pavilion Dm3-1129 | 18.5v 3.5a 65w Pino 4.8 X 1.7 Mm,54.9,https://www.kabum.com.br//produto/355871/fonte-carregador-fy-para-notebook-hp-pavilion-dm3-1129-18-5v-3-5a-65w-pino-4-8-x-1-7-mm
698,Fonte Carregador Para Notebook Hp Mini 110-3130br | 19v 1.58a 30w Pino 4.0 X 1.7 Mm,54.9,https://www.kabum.com.br//produto/366085/fonte-carregador-para-notebook-hp-mini-110-3130br-19v-1-58a-30w-pino-4-0-x-1-7-mm
729,"Case Goldentec Light 15, Para Notebook, Preta",56.91,https://www.kabum.com.br//produto/229711/case-goldentec-light-15-para-notebook-preta
2286,Fonte Hp2 18.5v 3.5a (4.8 X 1.7 Mm),56.91,https://www.kabum.com.br//produto/339954/fonte-hp2-18-5v-3-5a-4-8-x-1-7-mm-
2744,Case Para Notebook Até 15´´ Poá Branco Goldentec,56.91,https://www.kabum.com.br//produto/229709/case-para-notebook-ate-15-poa-branco-goldentec
281,"Fonte Carregador Para Notebook Acer Aspire Pa-1650-86, 19v 3.42a 65w, Pino 5.5 X 1.7 Mm",58.9,https://www.kabum.com.br//produto/461457/fonte-carregador-para-notebook-acer-aspire-pa-1650-86-19v-3-42a-65w-pino-5-5-x-1-7-mm
260,Fita Led RGB 3 Metros Controle Remoto Com 16 Cores USB Para Tv Pc Notebook,59.9,https://www.kabum.com.br//produto/403336/fita-led-rgb-3-metros-controle-remoto-com-16-cores-usb-para-tv-pc-notebook
486,Teclado Notebook Acer Aspire 3 A515 A315-51 A315-51-30v4 Abnt2 Br - Kb-ac117,59.99,https://www.kabum.com.br//produto/448665/teclado-notebook-acer-aspire-3-a515-a315-51-a315-51-30v4-abnt2-br-kb-ac117
373,Fonte Carregador Para Surface Pro 6 Pro6 1796 15v 6.33a 102w - 110v/220V bivolt,60.42,https://www.kabum.com.br//produto/295442/fonte-carregador-para-surface-pro-6-pro6-1796-15v-6-33a-102w-110v-220v-bivolt
2737,Fonte De Notebook Samsung S-01 Hoopson 19v 3.16a Plug 5.5 x 3.0 mm,61.46,https://www.kabum.com.br//produto/224082/fonte-de-notebook-samsung-s-01-hoopson-19v-3-16a-plug-5-5-x-3-0-mm
208,"Fonte Mbtech Universal De Note, 24V, 500mV, Bivolt - Mb84100",61.75,https://www.kabum.com.br//produto/315560/fonte-mbtech-universal-de-note-24v-500mv-bivolt-mb84100
768,Fonte De Notebook Positivo Hoopson P-01 19v 3.42a,62.4,https://www.kabum.com.br//produto/224083/fonte-de-notebook-positivo-hoopson-p-01-19v-3-42a
359,"Case para Notebook Basic 15.6"" - Classic Game",64.43,https://www.kabum.com.br//produto/186119/case-para-notebook-basic-15-6-classic-game
301,"Case Neoprene Para Notebook, Ate 15.6 Pol. Multilaser Bo400, Cor: Preto E Cinza",64.95,https://www.kabum.com.br//produto/119088/case-neoprene-para-notebook-ate-15-6-pol-multilaser-bo400-cor-preto-e-cinza
714,"Fonte Carregador Para Cce Ultra Thin U25l U45l 19v 2.1a 40w 670, Voltagem De Entrada",66.08,https://www.kabum.com.br//produto/296141/fonte-carregador-para-cce-ultra-thin-u25l-u45l-19v-2-1a-40w-670-voltagem-de-entrada
2550,"Case Para Notebook Ferrari, Urban Messenger Bag, Vermelho",66.41,https://www.kabum.com.br//produto/153533/case-para-notebook-ferrari-urban-messenger-bag-vermelho
223,Fonte Para Notebook Dell 19.5v 3.34a 65w Pa-12 | 19.5v 3.34a,68.3,https://www.kabum.com.br//produto/366087/fonte-para-notebook-dell-19-5v-3-34a-65w-pa-12-19-5v-3-34a
106,Fonte Para Notebook Dell 14 5458 | 19.5v 3.34a,68.3,https://www.kabum.com.br//produto/366077/fonte-para-notebook-dell-14-5458-19-5v-3-34a
105,Fonte 19.5v 3.34a 65w 4.5 Mm X 3.0 Mm Para Dell La65ns2-01,68.3,https://www.kabum.com.br//produto/366075/fonte-19-5v-3-34a-65w-4-5-mm-x-3-0-mm-para-dell-la65ns2-01
120,Fonte De Alimentação Intelbras Ef 1203 12.8vdc 3a,68.66,https://www.kabum.com.br//produto/274096/fonte-de-alimentacao-intelbras-ef-1203-12-8vdc-3a
654,Capa Para Notebook Targus Bonafide 14 Azul - Tbs92702gl,69.3,https://www.kabum.com.br//produto/323665/capa-para-notebook-targus-bonafide-14-azul-tbs92702gl
906,"Fonte Para Notebook Bestbattery, 60W, 9V, 3.16A, Pino 5.5mm-3.0mm - BB20 SA19 A",69.88,https://www.kabum.com.br//produto/415931/fonte-para-notebook-bestbattery-60w-9v-3-16a-pino-5-5mm-3-0mm-bb20-sa19-a
1709,Fonte Carregador Compativel Com Lg 15u340 19v 2.1a U340 646 - Fonte Carregador Compativel Com Lg 15u340 19v 2.1a U340 646,69.9,https://www.kabum.com.br//produto/320377/fonte-carregador-compativel-com-lg-15u340-19v-2-1a-u340-646-fonte-carregador-compativel-com-lg-15u340-19v-2-1a-u340-646
1690,Fonte Carregador Para Asus Zenbook Ux21e-dh52 19v 2.1a 646 - Voltagem De Entrada,69.9,https://www.kabum.com.br//produto/320752/fonte-carregador-para-asus-zenbook-ux21e-dh52-19v-2-1a-646-voltagem-de-entrada
416,Fonte Carregador REPLACEMENT Compativel Com Ultrabook Samsung Np530u 19v 2.1a 646,69.9,https://www.kabum.com.br//produto/320793/fonte-carregador-replacement-compativel-com-ultrabook-samsung-np530u-19v-2-1a-646
1706,Fonte Carregador Compativel Com 2x1 Tablet / Pc Lg 11t540 Lg11t54 646,69.9,https://www.kabum.com.br//produto/321735/fonte-carregador-compativel-com-2x1-tablet-pc-lg-11t540-lg11t54-646
2022,Fonte Carregador Compativel Com Samsung Flash F30 Np530xbb 19v 40w 646,69.9,https://www.kabum.com.br//produto/298506/fonte-carregador-compativel-com-samsung-flash-f30-np530xbb-19v-40w-646
1705,Fonte Carregador Compatível Com Samsung Ultrabook 5 Np530u3b 19v 646,69.9,https://www.kabum.com.br//produto/320638/fonte-carregador-compativel-com-samsung-ultrabook-5-np530u3b-19v-646
225,Fonte Carregador Compativel Com Ultrabook Lg Gram 14z980 19v 646,69.9,https://www.kabum.com.br//produto/303574/fonte-carregador-compativel-com-ultrabook-lg-gram-14z980-19v-646
1704,Fonte Carregador Compativel Com Samsung 340x Np340xaa-kwabr 40w 646 - Fonte Carregador Compativel Com Samsung 340x Np340xaa-kwabr 40w 646,69.9,https://www.kabum.com.br//produto/320619/fonte-carregador-compativel-com-samsung-340x-np340xaa-kwabr-40w-646-fonte-carregador-compativel-com-samsung-340x-np340xaa-kwabr-40w-646
238,Fonte Para Notebook Dell 15 5566 | 19.5v 3.34a,69.9,https://www.kabum.com.br//produto/366065/fonte-para-notebook-dell-15-5566-19-5v-3-34a
488,Fonte Para Notebook Dell 14 3000 Series | 19.5v,69.9,https://www.kabum.com.br//produto/356260/fonte-para-notebook-dell-14-3000-series-19-5v
155,Fonte Carregador Dell La65ns2-01 65w Pa-1650-02pb W8nw3 65w.,69.9,https://www.kabum.com.br//produto/366086/fonte-carregador-dell-la65ns2-01-65w-pa-1650-02pb-w8nw3-65w-
427,Fonte Para Notebook Lenovo Z40-70  20v 3.25a,69.9,https://www.kabum.com.br//produto/355879/fonte-para-notebook-lenovo-z40-70-20v-3-25a
154,Fonte Notebook Dell La65ns2-01 65w Pa-1650-02pb W8nw3 4.5 Mm X 3.0 Mm,69.9,https://www.kabum.com.br//produto/366076/fonte-notebook-dell-la65ns2-01-65w-pa-1650-02pb-w8nw3-4-5-mm-x-3-0-mm
1982,Fonte Carregador Compativel Com Samsung 340x Np340xaa-kw2br 40w 646,69.9,https://www.kabum.com.br//produto/323118/fonte-carregador-compativel-com-samsung-340x-np340xaa-kw2br-40w-646
668,"Fonte Fy Para Notebook LenoVo Ideapad V31014isk, 20V, 3.25A, 65W, Pino quadrado, Bivolt",69.9,https://www.kabum.com.br//produto/355862/fonte-fy-para-notebook-lenovo-ideapad-v31014isk-20v-3-25a-65w-pino-quadrado-bivolt
1980,Fonte Carregador Compativel Com Note Lg Gram 13z970 19v 2.1a 646 - Fonte Carregador Compativel Com Note Lg Gram 13z970 19v 2.1a 646,69.9,https://www.kabum.com.br//produto/321263/fonte-carregador-compativel-com-note-lg-gram-13z970-19v-2-1a-646-fonte-carregador-compativel-com-note-lg-gram-13z970-19v-2-1a-646
1978,Fonte Carregador Compativel Com Lg 15u340 19v 2.1a U340 646 - Fonte Carregador Compativel Com Lg 15u340 19v 2.1a U340 646,69.9,https://www.kabum.com.br//produto/313599/fonte-carregador-compativel-com-lg-15u340-19v-2-1a-u340-646-fonte-carregador-compativel-com-lg-15u340-19v-2-1a-u340-646
1977,Fonte Carregador Ultrabook Samsung Np915s3g-kd1 19v 2.1a 646 - 110v/220v (bivolt),69.9,https://www.kabum.com.br//produto/365859/fonte-carregador-ultrabook-samsung-np915s3g-kd1-19v-2-1a-646-110v-220v-bivolt-
1975,Fonte Carregador Compativel Com Lg 15u340-lt1fk 19v 2.1a 646 - Fonte Carregador Compativel Com Lg 15u340-lt1fk 19v 2.1a 646,69.9,https://www.kabum.com.br//produto/316744/fonte-carregador-compativel-com-lg-15u340-lt1fk-19v-2-1a-646-fonte-carregador-compativel-com-lg-15u340-lt1fk-19v-2-1a-646
2432,Fonte Carregador Compativel Com Lg Gram 14z980 19v 646 - Fonte Carregador Compativel Com Lg Gram 14z980 19v 646,69.9,https://www.kabum.com.br//produto/320935/fonte-carregador-compativel-com-lg-gram-14z980-19v-646-fonte-carregador-compativel-com-lg-gram-14z980-19v-646
1999,Fonte Carregador Para Note Lg Gram 15z980 19v 2.1a 646 - 110v/220v (bivolt),69.9,https://www.kabum.com.br//produto/312848/fonte-carregador-para-note-lg-gram-15z980-19v-2-1a-646-110v-220v-bivolt-
1660,Fonte Carregador Compativel Com Lg 15u340 19v 2.1a U340 646 - Fonte Carregador Compativel Com Lg 15u340 19v 2.1a U340 646,69.9,https://www.kabum.com.br//produto/320377/fonte-carregador-compativel-com-lg-15u340-19v-2-1a-u340-646-fonte-carregador-compativel-com-lg-15u340-19v-2-1a-u340-646
365,Fonte Carregador Compativel Com Samsung / Lg 11t540 19v 2.1a 40w U340 646 - Fonte Compativel Com Samsung / Lg 11t540 19v 2.1a 40w U340 646,69.9,https://www.kabum.com.br//produto/320338/fonte-carregador-compativel-com-samsung-lg-11t540-19v-2-1a-40w-u340-646-fonte-compativel-com-samsung-lg-11t540-19v-2-1a-40w-u340-646
279,"Carregador Fy Para Lenovo Ideapad S145 81s90008br, 20v, 3.25a, 65w",69.9,https://www.kabum.com.br//produto/458257/carregador-fy-para-lenovo-ideapad-s145-81s90008br-20v-3-25a-65w
933,Fonte Compativel Com Samsung Ultrabook Np900x3b 19v 2.1a 646,69.9,https://www.kabum.com.br//produto/365477/fonte-compativel-com-samsung-ultrabook-np900x3b-19v-2-1a-646
1358,Fonte Compativel Com Samsung Ultrabook Np530u3c Np535u3c Np540u3c 19v 21 646,69.9,https://www.kabum.com.br//produto/332787/fonte-compativel-com-samsung-ultrabook-np530u3c-np535u3c-np540u3c-19v-21-646
1983,Fonte Carregador Compativel Com Samsung / Lg 15u340-lt1fk 19v 2.1a 40w 646 - Fonte Carregador Compativel Com Samsung / Lg 15u340-lt1fk 19v 2.1a 40w 646,69.9,https://www.kabum.com.br//produto/320986/fonte-carregador-compativel-com-samsung-lg-15u340-lt1fk-19v-2-1a-40w-646-fonte-carregador-compativel-com-samsung-lg-15u340-lt1fk-19v-2-1a-40w-646
429,Fonte Carregador Dell Inspiron 14 3421 14z 5423,69.9,https://www.kabum.com.br//produto/356263/fonte-carregador-dell-inspiron-14-3421-14z-5423
1658,Fonte Carregador Para Asus Zenbook Ux21e-dh52 19v 2.1a 646 - Voltagem De Entrada,69.9,https://www.kabum.com.br//produto/320752/fonte-carregador-para-asus-zenbook-ux21e-dh52-19v-2-1a-646-voltagem-de-entrada
1981,Fonte Carregador Compativel Com Lg 15u340 19v 2.1a 40w 646 - Fonte Carregador Compativel Com Lg 15u340 19v 2.1a 40w 646,69.9,https://www.kabum.com.br//produto/320604/fonte-carregador-compativel-com-lg-15u340-19v-2-1a-40w-646-fonte-carregador-compativel-com-lg-15u340-19v-2-1a-40w-646
922,Fonte Carregador Para Nokia Lumia 2520 Verizon 10.1 Tablet Mm 646 - Voltagem De Entrada,69.9,https://www.kabum.com.br//produto/323119/fonte-carregador-para-nokia-lumia-2520-verizon-10-1-tablet-mm-646-voltagem-de-entrada
1245,Fonte Compativel Com Samsung / Lg 11t540 19v 2.1a 40w U340 646,69.9,https://www.kabum.com.br//produto/311579/fonte-compativel-com-samsung-lg-11t540-19v-2-1a-40w-u340-646
2309,"Fonte Carregador P/ Samsung Ultrabook 5 Np530u3b 19v 646, Preto, 110v/220v",69.9,https://www.kabum.com.br//produto/434627/fonte-carregador-p-samsung-ultrabook-5-np530u3b-19v-646-preto-110v-220v
773,Fonte Para Notebook Lenovo G40-80-80je000hbr | 20v 3.25a,69.9,https://www.kabum.com.br//produto/355878/fonte-para-notebook-lenovo-g40-80-80je000hbr-20v-3-25a
1026,Fonte Carregador Para Ultrabook Lg 14u36 19v 2.1a 40w 646 - 110v/220v bivolt,69.9,https://www.kabum.com.br//produto/365752/fonte-carregador-para-ultrabook-lg-14u36-19v-2-1a-40w-646-110v-220v-bivolt
1271,Fonte Compativel Com Samsung Ativ Book 9 Lite Np915s3g 19v 2.1a  646,69.9,https://www.kabum.com.br//produto/311367/fonte-compativel-com-samsung-ativ-book-9-lite-np915s3g-19v-2-1a-646
2305,Fonte Carregador Compativel Com Lg Gram 14z980 19v 646 - Fonte Carregador Compativel Com Lg Gram 14z980 19v 646,69.9,https://www.kabum.com.br//produto/320935/fonte-carregador-compativel-com-lg-gram-14z980-19v-646-fonte-carregador-compativel-com-lg-gram-14z980-19v-646
1270,"Fonte Para Samsung Ultrabook Series NP900X3B 19V, 2.1A, 40W - MM 646",69.9,https://www.kabum.com.br//produto/311356/fonte-para-samsung-ultrabook-series-np900x3b-19v-2-1a-40w-mm-646
1269,Fonte Compativel Com Samsung Ultrabook Series Np530u3c  19v 2.1a 40w Mm 646,69.9,https://www.kabum.com.br//produto/311616/fonte-compativel-com-samsung-ultrabook-series-np530u3c-19v-2-1a-40w-mm-646
1268,Fonte Compativel Com Samsung Ultrabook Np530u3c Np535u3c Np540u3c 19v 21 646,69.9,https://www.kabum.com.br//produto/332787/fonte-compativel-com-samsung-ultrabook-np530u3c-np535u3c-np540u3c-19v-21-646
1249,Fonte Carregador Compativel Com Lg 15u340-l.bk5 19v 2.1a 40w 646 - Fonte Carregador Compativel Com Lg 15u340-l.bk5 19v 2.1a 40w 646,69.9,https://www.kabum.com.br//produto/320443/fonte-carregador-compativel-com-lg-15u340-l-bk5-19v-2-1a-40w-646-fonte-carregador-compativel-com-lg-15u340-l-bk5-19v-2-1a-40w-646
651,Fonte Carregador Compativel Com Lg 14u36 19v 2.1a 40w 646,69.9,https://www.kabum.com.br//produto/311975/fonte-carregador-compativel-com-lg-14u36-19v-2-1a-40w-646
